0	0	0	0	0	5
0.02	-0.417618	-0.29996	-0.234704	0	4.959
0.04	-0.331538	-0.215223	-0.162243	0	4.497
0.06	-0.241882	-0.128786	-0.0887702	0	4.04135
0.08	-0.165056	-0.0551252	-0.0268812	0	3.62603
0.1	-0.101738	0.00556182	0.0235503	0	3.24996
0.12	-0.0506078	0.0545932	0.0637252	0	2.9093
0.14	-0.01026	0.0932969	0.0947994	0	2.60036
0.16	0.0198104	0.122872	0.139873	0	2.31984
0.18	0.0622027	0.144993	0.155052	0	2.06475
0.2	0.076064	0.159958	0.163673	0	1.83291
0.22	0.0836251	0.168702	0.166624	0	1.6219
0.24	0.0856413	0.179364	0.164633	0	1.42917
0.26	0.0829172	0.177171	0.15843	0	1.2529
0.28	0.0760749	0.170655	0.148564	0	1.09143
0.3	0.0656538	0.160388	0.135511	0	0.943248
0.32	0.0521334	0.146879	0.119697	0	0.807003
0.34	0.0359405	0.130583	0.101502	0	0.681227
0.36	0.01782	0.111902	0.0812658	0	0.565063
0.38	-0.00221739	0.0911983	0.0592878	0	0.457594
0.4	-0.0239058	0.0687887	0.0358457	0	0.357981
0.42	-0.0469845	0.044956	0.0111834	0	0.26547
0.44	-0.0717119	0.0199512	-0.0144821	0	0.17939
0.46	-0.0974043	-0.00601308	-0.0409573	0	0.0991316
0.48	-0.123831	-0.0327394	-0.068079	0	0.0241565
0.5	-0.150819	-0.0600517	-0.0956938	4	-0.0460134
0.52	-0.178219	-0.0877933	-0.123663	3.9592	-0.0318108
0.54	-0.125904	-0.0358309	-0.0718684	3.58868	-0.0144603
0.56	-0.0713965	0.0199152	-0.0194423	3.22181	-0.00252875
0.58	-0.0260209	0.0665723	0.0238709	2.88792	0.00393216
0.6	0.0108204	0.101645	0.0580872	2.58517	0.00546645
0.62	0.0388651	0.128854	0.0841078	2.31035	0.00254959
0.64	0.0589878	0.14844	0.102772	2.06047	-0.00436172
0.66	0.072054	0.161169	0.114864	1.83287	-0.0148677
0.68	0.0785882	0.167776	0.121076	1.62514	-0.0286089
0.7	0.0797948	0.168797	0.122158	1.43515	-0.0452656
0.72	0.0760597	0.165048	0.118417	1.26099	-0.0645383
