0	0	0	0	0	2
0.02	-0.32512	0	0	0	1.9796
0.04	-0.301975	0	0	0	1.79192
0.06	-0.277627	0	0	0	1.60562
0.08	-0.258773	0	0	0	1.43417
0.1	-0.245489	0	0	0	1.27743
0.12	-0.237044	0	0	0	1.13416
0.14	-0.232701	0	0	0	1.00315
0.16	-0.231806	0	0	0	0.883276
0.18	-0.233786	0	0	0	0.773552
0.2	-0.238141	0	0	0	0.673067
0.22	-0.244437	0	0	0	0.581004
0.24	-0.252296	0	0	0	0.496621
0.26	-0.261392	0	0	0	0.419246
0.28	-0.271442	0	0	0	0.348272
0.3	-0.282203	0	0	0	0.283147
0.32	-0.293467	0	0	0	0.223371
0.34	-0.305055	0	0	0	0.168491
0.36	-0.316816	0	0	0	0.118092
0.38	-0.32862	0	0	0	0.0718021
0.4	-0.34036	0	0	0	0.0292785
0.42	-0.351945	0	0	0	-0.00978854
0.44	-0.363301	0	0	0	-0.0456817
0.46	-0.374366	0	0	0	-0.0786586
0.48	-0.38509	0	0	0	-0.108954
0.5	-0.395435	3	0	0	-0.136782
0.52	-0.345374	2.9794	0	0	-0.102343
0.54	-0.295316	2.70698	0	0	-0.0650482
0.56	-0.253903	2.43682	0	0	-0.0349288
0.58	-0.22105	2.18922	0	0	-0.0123535
0.6	-0.195771	1.96379	0	0	0.00352263
0.62	-0.177099	1.75849	0	0	0.0135887
0.64	-0.164166	1.57134	0	0	0.018647
0.66	-0.156202	1.40056	0	0	0.0194084
0.68	-0.152525	1.24455	0	0	0.0165014
0.7	-0.152529	1.10187	0	0	0.0104804
0.72	-0.155677	0.971258	0	0	0.00183439
0.74	-0.161495	0.851545	0	0	-0.0090058
0.76	-0.169564	0.741704	0	0	-0.0216612
0.78	-0.179513	0.64081	0	0	-0.0357988
0.8	-0.191016	0.462623	0	0	-0.0511265
0.82	-0.203784	0.384222	0	0	-0.0673882
0.84	-0.217566	0.311937	0	0	-0.0843603
0.86	-0.232132	0.245198	0	0	-0.103287
0.88	-0.247288	0.183513	0	0	-0.122441
0.9	-0.262892	0.126412	0	0	-0.141568
0.92	-0.278797	0.073499	0	0	-0.16056
0.94	-0.294865	0.0244242	0	0	-0.179335
0.96	-0.310982	-0.0211289	0	0	-0.197821
0.98	-0.327045	-0.0634455	0	0	-0.21596
1	-0.34297	-0.102784	0	0	-0.233701
1.02	-0.358681	-0.139377	0	0	-0.251002
1.04	-0.389223	-0.173436	0	0	-0.26783
1.06	-0.40362	-0.205154	0	0	-0.284157
1.08	-0.40362	-0.234704	0	5	-0.29996
1.1	-0.417618	-0.162243	0	4.959	-0.215223
1.12	-0.331538	-0.0887702	0	4.497	-0.128786
1.14	-0.241882	-0.0268812	0	4.04135	-0.0551252
1.16	-0.165056	0.0235503	0	3.62603	0.00556182
1.18	-0.101738	0.0637252	0	3.24996	0.0545932
1.2	-0.0506078	0.0947994	0	2.9093	0.0932969
1.22	0.0198104	0.117812	0	2.60036	0.122872
1.24	0.0417013	0.139873	0	2.31984	0.144993
